Date,Tweet,Label
24/11/2019 23:55,"@MariaFdaCabal Una asamblea constituyente donde se les de muerte politica a los CORRUPTOS, donde acabemos con la JEP, LAS CORTES, donde ASESINOS Y PEDOFILOS NO sean CONGRESISTAS, donde se reduzcan el sueldo y el numero de congresista ala mitad y donde el narcoterrorismo sea delito gravisimo.",2
24/11/2019 23:53,Ya saben si ven que pido constituyente me dejan de seguir Si he sido secuestrado. Amo a la jep.,1
24/11/2019 23:51,"@SandinoVictoria Es un paramilitar uribista ya el tiempo del fascismo se esta acabando amigo la paz esta por encima de usted y todos a los q la quieren danar, q viva la JEP",1
24/11/2019 23:47,"Constituyente solo sera a para EnMendar y reponer lo q #ChaoURIBEnos Quitaron de la constitucion.. En sintesis, Estado Social de Derecho @JEP_Colombia @LaTele_Letal @angelamrobledo @petrogustavo @GustavoBolivar @josegreghg @jerojasrodrigue https://t.co/1zvCjV00Vu",0
24/11/2019 23:46,"la renuncia o una constituyente, en la que se otorgue mayor presupuesto a la JEP, mas curules para las Farc, el cumplimiento exegetico de los acuerdos con la guerrilla, el reinicio de dialogos con todos los grupos armados ilegales, https://t.co/GdPsZwP3k9",1
24/11/2019 23:43,"La propuesta de @QuinteroCalle es contraproducente! Abre la puerta para tumber la JEP, o sera que ya tambien le hace lobby al uribismo?",0
24/11/2019 23:42,@LeilaChujfi @DIDASKALOSW @merv59 El Papa de el se acogio a la JEP?,0
24/11/2019 23:41,LES IMPORTA UN CU.. AHORITA RESULTA QUE ES FARC A LA JEP Y LIBRE EN UN SANTIAMEN https://t.co/nHtzLrB4dP,2
24/11/2019 23:39,@lcvelez cacerolazos a la tal JEP,2
24/11/2019 23:38,"Hacen paro por causas que desconocen. Pero, apuesto: si les pedimos que firmen #YoFirmoReferendo para derogar @jep, para reducir el Congreso y para modificar la corrupta rama judicial, no lo hacen. Les conviene que las cosas sigan asi.",1
24/11/2019 23:37,"@GustavoBolivar No!! Es justo lo que queria el Uribismo, darle eternidad a la impunidad de Uribe, unificar las cortes, derogar la JEP, todo lo que no sea a sus afines, Por favor Senador, esa no es la Salida, una Constituyente en este gobierno seria fatal, ellos deben estar celebrando su Twitt.",1
24/11/2019 23:37,"Escribe la bruja: La JEP expulsara de raiz el arribismo, la traicion, robo, pedofilia, narcotrafico y hasta los peores males. Sistema esta podrido. https://t.co/McKxJdKSws",2
24/11/2019 23:32,Ya se dieron cuenta la JEP le dara poder al pueblo. Quieren asesinarla. Necios pensar que van traicionar la ente siniestra a ultimo minuto.,2
24/11/2019 23:32,@fdbedout @johanaaaav Clarooo pero hacen cosas tipo JEP Para que todos se la pasen por la galleta! Y ud estuvo de acuerdo!,2
24/11/2019 23:31,"@DeLaCalleHum VIEJO PENDEJO! ACASO NO DEJO USTED UNAS FARC IMPUNES EN EL CONGRESO, UNA JEP PARA GARANTIZAR IMPUNIDAD, Y LA HONRA, QUE LE ENTREGO A IVAN MARQUEZ? PORQUE SI SE MIRABAN MUY COQUETOS!!! SI NO HAY QUIEN NOS DEFIENDA, TOCA DEFENDERSE. GRACIAS A USTED Y SU PROSTIPUTA PAZ.",2
24/11/2019 23:28,La JEP es juicio final No solo destruira a la derecha y si no tambien a la izquierda. Orden que conocemos como Colombia. Ella destruira el narcotrafico y llevandolo a la legalizacion. Una Ragnarok. https://t.co/QoacmDFUfr,1
24/11/2019 23:26,"@Aemon3428 Maestro, te acuerdas que lo habias dicho, se hara una constituyente, pa derogar la Jep, eliminar las libertades; volvemos a la anterior constitucion 1886, con lo cual podran iniciar una confrontacion belica, que nos destruira, estan esperando que suceda!",2
24/11/2019 23:26,@NoticiasRCN Cual paz ??? . No mas JEP ... Eso es un montaje,2
24/11/2019 23:25,"@rcnradio Que repudien a los que no permitieron que los delitos sexuales contra menores no tuvieran beneficios en la deplorable @JEP_Colombia, o la impunidad a asesinos violadores que ni justo ni verdad ni reparacion. Ahh verdad que no saben que es eso y solo entienden su propia verdad.",2
24/11/2019 23:25,"@PaolaSenadora @IvanDuque Seria importante considerar, si se puede derogar la Jep, reformar la juaticia y reducir el congreso con sus salarios",1
24/11/2019 23:21,"@IvanDuque 1. Accion contundente para detener masacre de lideres sociales con verificacion de @MisionONUCol 2. Implementar seriamente JEP y #acuerdodepaz 3. Parar en seco la corrupcion, implementando #PliegosTipo para todo tipo de licitaciones de entes territoriales @colombiacompra",1
24/11/2019 23:20,"que queden solo 100 congresistas; 1 de cada dpto. En el congreso. Y reformar las cortes, la jep y las otras, que estan podridas Y que les salga el tiro por la culata a la izquierda cinica e hipocrita.",2
24/11/2019 23:20,"Si tanto queremos cambios promovamos la constituyente, para sacar un poco de vagos y asesinos violadores de ninos que estan en el congreso; que queden solo 100 representantes; 1 de cada dpto. En el congreso.Y reformar las cortes, la jep y las otras que estan podridas...",1
24/11/2019 23:19,"Le advierto que una constituyente es contra oueblo. Eligan defender la paz, la JEP o morir con nueva guerra contra Venezuela.",1
24/11/2019 23:13,"28 de noviembre, Fecode entregara a la JEP el informe #LaVidaPorEducar sobre victimizacion contra el magisterio colombiano. Este informe es un gran esfuerzo por comenzar a esclarecer la historia de la violencia contra el Magisterio colombiano. https://t.co/Vrn4GGQ014",0
24/11/2019 23:12,"@mancipjavier @EscorpionXCO @NCAntioquia @SantiApostol659 Porque ellos manifestaron que ya no habian ninos reclutados por la guerrilla, se acogieron a la JEP con la condicion que habian entregado todos los ninos que tenian reclutadoa",0
24/11/2019 23:12,"So ven gran idiotas estudiantes un constituyente Dylan, el tuerto juguetes de unos Listo vamos por constituyente y acabamos la JEP y los acuerdos con FARC. Idiotas https://t.co/zVgEQ9eMQL",2
24/11/2019 23:11,@IvanDuque @infopresidencia Propuestas: 1. Derogar la JEP 2. Reducir el congreso en Tamano y en salarios. 3. Reformar la Justicia,0
24/11/2019 23:09,@nicolaslapetra Eso fue por copiarme jep,0
24/11/2019 23:08,"b""@mluciaramirez @Manoloparis_ @IvanDuque Mi aporte es: acabe con la JEP, acabar con el proceso de paz es una farsa, fumigar la coca glifosato, estudiante publico q no tenga promedio en 4 pierde cupo, profesor publico q no pase examenes sale, el que tire piedra pa la carcel, duplicar el Esmad. Ya Arregle el pais.""",2
24/11/2019 23:08,Pero si el mismo Empezo con pie izquierdo Puso una minjusticia que Lo primero que declaro fue La jep llego para quedarse Su minhacienda iba a Tocar la canasta familiar Cuando Uribe reclaco que Iba a bajar impuestos Que esperamos ?!??! https://t.co/qFmwSGe7M4,2
24/11/2019 23:06,"@G10N72 @PatricioMasmelo @JuanManSantos Cierto! Curules gratis, impunidad, JEP socialista... Si hubiese ganado Petro ya estarian fusionados con Venezuela",2
24/11/2019 23:05,"Mi pesebre es tan Colombiano, que ya Petro le metio candela al portal de Belen y amenazo que seguia con el de TransMilenio. Lo capturaron pero la JEP le dio casa por carcel, porque considero que no era peligro para la sociedad. https://t.co/GwiZsDjyZy https://t.co/gakhfbSTUV",2
24/11/2019 22:59,@QuinteroCalle Primero necesitamos una nueva eleccion presidencial que respete esa nueva constituyente. Este gobierno le suena pero para hacerla a su amano destruyendo la JEP y reeligiendo a Uribe.,2
24/11/2019 22:54,@NichoAlAjillo Y fuera la jep .. para que losbguerrilerros paguen y entreguen todo lo robado a los campesinos ... la aprobacion de extradiccion a santrich .. cierre de las fronteras y deporatcion de indocumentados .. eso esta hai tambien ?? Gracias,2
24/11/2019 22:51,En Colombia el Presidente se hace elegir diciendo que no al fracking y fue lo primero que hizo. Que respetaria los acuerdos de Paz e hizo todo lo posible para hundir la JEP. Respetar el dialogosocial y matan como nunca Lideres sociales. Dicen que dara una cita la prox semana,2
24/11/2019 22:50,@vanguardiacom Eso es lo que quiere el Uribismo para acabar la jep y la paz. muy inocente Quintero.,2
24/11/2019 22:45,"@jcpastrana @jenriqueog Una completa farsa patrocinada por Cuba y Venezuela donde reina la impunidad, la @JEP_Colombia es su garantia y los narco terroristas siguen delinquiendo, un dudoso y conveniente @NobelPrize los victimarios en @SenadoGovCo y las victimas siguen esperando justicia @CorpoRosaBlanca",2
24/11/2019 22:42,"@Elogiag @lcvelez @QuinteroCalle Si es para depurar la constitucion de los acuerdos de farsantos y reformar la jep, pues se puede considerar",0
24/11/2019 22:40,"@SaninPazC @Andres_Mejia_T @QuinteroCalle Lo que hay que hacer es CUMPLIR los ACUERDOS DE PAZ y juzgar los CRIMENES DE ESTADO. Para lo primero, voluntad politica; para lo segundo, la JEP o en su defecto la CPI.",0
24/11/2019 22:39,"Bonus track [as always ] Un hilito pasado sobre lo que implica una Asamblea Nacional Constituyente, y su viabilidad. PD: Por eso el uribismo se la jugo con Referendo, en lugar de la Constituyente buscando tumbar la JEP. #ConstituyenteNoEsLaSolucion https://t.co/OI54VqwU1J",1
24/11/2019 22:39,"@mariapatry1206 @Carlozada_FARC @AlvaroUribeVel @mluciaramirez @ernestosamperp @JEP_Colombia @comisionverdad A los que creen que Al Patron dizque le faltaron 2 anos para acabar a las farc les tengo noticia: Le falta poco para acabar es con Colombia, porque no es secreto que esta detras de todo lo que mueve a la gente a protestar. Buena noticia ? O que ?",2
24/11/2019 22:39,@amarilla82 @Cloquis Pero...no te vimos marchando contra Santos por esto mismo y por mucho mas. Recuerdas por ejemplo quien subio el IVA al 19%? Recuerdas que gracias a Santos debemos sostener con nuestros impuestos a 10 mil terroristas de las FARC y a una JEP inutil que traga millones del erario?,2
24/11/2019 22:39,"@QuinteroCalle Si, pero hay que garantizar la paz. Que no se vuelva la oportunidad para acabar la JEP, la verdad y con ello la reconciliacion.",1
24/11/2019 22:37,"La firma d un proceso q vulnero los derechos d las victimas d las #FARC, dejo a estos bandidos con poder en el Congreso, poder en el monte y con la @JEP_Colombia que los defiende a todo dar. 3 anos d calvario para las victimas sin verdad, justicia y reparacion. #PazSiImpunidadNo https://t.co/65jNSxNMX",2
24/11/2019 22:36,@Karlaarcila Eso al final es lo que buscan. Pero es la oportunidad para rectificar el adefesio de la Habana y desmontar la jep y hacer la reforma a la justicia,2
24/11/2019 22:36,"@bivillamizar @GiuseppeNoc @Dianasc47344743 @sssaldar @sucui2006 @evoespueblo @pedrinchi777 @_El_Patriota @RoyBarreras @COL_EJERCITO @ONU_es @JEP_Colombia En la justicia ordinaria ya de por si los niveles de impunidad son muy altos y los procesos pueden tardar muchos anos, en comparacion con la justicia transicional. https://t.co/B10ZqYisf2",0
24/11/2019 22:34,"@IvanCepedaCast Senador, magistrado de la JEP, defensor de oficio de Santrich- Democracia es defenderla de quienes atentan contra ella. Actos de defensa legitimados en la constitucion y la ley para combatir incluso a quienes combinan la lucha politica y la lucha violenta",1
24/11/2019 22:32,"No, por Dios no! El Uribismo ha buscado por todos los medios posibles echarle mano a la Constitucion, esa es la via para acabar la tutela y destruir la JEP, tirar por la borda el proceso de paz, etc. Una constituyente sera abrirle el camino al Uribismo para construir su pais. https://t.co/ySDUKI1WPS",0
24/11/2019 22:29,@QuinteroCalle No. Es abrirle la puerta a los demoniacos para acabar con la JEP.,2
24/11/2019 22:29,"Pescando en rio revuelto @QuinteroCalle ? Lo que se debe hacer es cumplir la actual, aprobar propuesta anticorrupcion y excluir delitos sexuales a infantes de la JEP. no se me olvida tu pasado Santista y tu coqueteo permanente con el Petrismo. Esfuerzate mas...no hagas favores https://t.co/JIuBFYBh2h",1
24/11/2019 22:28,"@JuanManSantos Volvio una casa de lenocinio CONGRESO y SENADO, creo tribunal de impunidad para terroristas, JEP, aprobo leyes ilegalmente via FAST TRACK, montaje cobarde HACKER a campana ZULUAGA, ha evadido hasta el dia de hoy a la JUSTICIA, inoculo narco-acuerdos en la CONSTITUCION.",1
24/11/2019 22:24,"EL MATADOR,ERNESTO SAMPER, , LUEGO LES DIGO OTROS MIENTRAS ME ACUERDO. AH! LA JEP https://t.co/WmTR5b2Ib2",2
24/11/2019 22:21,"@MonaMon32029781 @NoticiasRCN @DELAESPRIELLAE @IvanDuque @JEP_Colombia Mas territorios de ""paz"" para sembrar coca, jaulas para secuestrados y fosas de castigo",2
24/11/2019 22:19,"@juanmanuelgalan @IvanDuque Hagalo pero con las FARC,eso es de parte y parte,cuente usted en que han cumplido las FARC,solo se han dedicado a recibir perdon por la JEP, no han reparado victimas,unos se reintegraron a las armas,santrich fue cojido con cocaina,con derecho a extradicion,su lema es la IMPUNIDAD",1
24/11/2019 22:17,"@QuinteroCalle Excelente , acabamos la JEP, reducimos el congreso , extraditamos a los de las farc , quitamos esas cortes , que sea solo una ; no necesitamos tantos magistrados ganando sueldos exorbitantes",2
24/11/2019 22:16,"@RABDYS @LFAnzolaC @QuinteroCalle Lo unico que eso lograria seria una dictadura fascista, el centro democratico no halla como meterle mano a la constitucion y ahora esta gente en su tibieza propone lo que ellos quieren? Ahi por mayoria acabarian el acuerdo de paz con las FARC y la JEP",2
24/11/2019 22:13,"@JuanManSantos Cual paz? La paz de la JEP?? La ""fuga"" y el cubrimiento de Santrich? Las 10 toneladas de coca? La nueva declaracion de guerra de Ivan Marquez, Santrich y su videito con la FARC volviendo a las armas??? Los 130 BILLONES para mantenerlos??? Que Chimba de paz!!",0
24/11/2019 22:11,"Siiii que con la constituyente se acabe la jep, se acabe los falsos acuerdos y extraditen a los narcos farc https://t.co/4ZrgiXxRFE",1
24/11/2019 22:11,"28 de noviembre, Fecode entregara a la @JEP_Colombia el informe #LaVidaPorEducar sobre victimizacion contra el magisterio colombiano. Los datos de cada caso investigado, resenado y reconocido, es producto de un trabajo riguroso del equipo de Derechos Humanos de Fecode. https://t.co/B3XUs9rltg",2
24/11/2019 22:09,"Si la ultima jugada contra Deiber Caicedo hubiera sido sobre piscinita Vergara, pitan penal, expulsan al jugador, lo mandan a la carcel, y despues a la JEP...!!!!!!!",0
24/11/2019 22:06,#PetroAsesino y yo feliz en la selva jajajaja gracias JEP e izquierda socialista por dejarme ir https://t.co/aQKn7jU1ps,2
24/11/2019 22:04,"Al final, el ""independiente"" @QuinteroCalle, le esta facilitando las cosas a todos los que queremos revocar la @JEP_Colombia, cerrar el Congreso, dejar solo una Corte, acabar con la Tutela, reducir el tamano del Estado, revivir le reeleccion del Presidente @AlvaroUribeVel https://t.co/lq5Qz1wNRh",0
24/11/2019 22:04,@RevistaSemana @QuinteroCalle @IvanDuque Hay que hacer una Asamblea Nacional para acabar la JEP una Constituyente para hacer leyes que blinden a nuestras fuerzas militares y de policia una Asamblea Nacional Constituyente para colocar penas mas severas contra los vandalos y quitarle los indultos a los delincuentes.,2
24/11/2019 21:58,"@NoticiasRCN Se estaban demorando. Es cierto lo que dice @DELAESPRIELLAE en su columna de hoy Renuncia de @IvanDuque . Una constituyente. Mayor presupuesto para @JEP_Colombia Prohibicion de bombardeos aereos. Reinicio de dialogos con los grupos armados. Mas curules para las FARC. Etc,etc https://t.co/jr24qOM8D9",2
24/11/2019 21:54,@elmermontana @IvanDuque _No mas Petro _No mas JEP _No mas Zonas Cocaleras _No mas Milicias Urbanas _No mas reclutamiento de menores en colegios y universidades. _No mas vagos _No mas Fecode _No mas subsidios a quien no los merecen _No mas odio de la izquierda,1
24/11/2019 21:54,Nada Alvaro pio no les sera facil a narcoterroristas pedofilos narfarcSANTOS ELN tomarse el poder asi hoy tengan cartel toga JEP bacrim narcongreso y un tibio presidente Duque el ACATADOR somos 40 Mill Colombianos q decimos NO QUEREMOS TERMINAR COMO VENEZUELA LOS ACABAREMOS A UDS https://t.co/tNLjakDzCj,2
24/11/2019 21:51,#ClaudiaNoMeRepresenta porque: -Voto no a la JEP:https://t.co/a3mUIbBYsE -Le vendio la Consulta Anticorrupcion a @IvanDuque -Apoya a la presidencia a @sergio_fajardo implicado con el robo a Hidroituango por $4.2Billones -No fue capaz de condenar al ESMAD por el ataque a Dylan. https://t.co/AgnxPjMR2j,2
24/11/2019 21:50,@ElReticente Lejos de eso. Los pactos internacionales no tienen nada qje ver con eso. La negociacion y la JEP fue habilitada por una reforma constitucional. Por eso (entre tantas otras cosas) es que al uribjsmo le sabe tanto a cacho.,2
24/11/2019 21:47,@IvanCepedaCast Si y de una vez que pregunten por santrich marquez el paisa y por que su mujer hace parte de la jep..,0
24/11/2019 21:44,"@Asumiendome hay que dejarlos. Igual que la firmaton esa ridicula contra la JEP y la Corte Suprema: hasta les quedo bonito el logo, para luego recibir el escupitajo en la cara con todo lo que le destapo Daniel Coronell a Uribe y sus alfiles.",2
24/11/2019 21:38,"@EDR_CD No hombre, hable claro, sin medias tintas... Los culpables de esto son : PETRO, CEPEDA, JEP, FECODE, LAS FARC, SANTOS, .... Colombia necesita un lider que no le tiemble el pulso.",2
24/11/2019 21:38,@NCAntioquia @NoticiasCaracol va a buscar el tercer periodo de uribe...o tumbar la jep,2
24/11/2019 21:35,"Senor presidente, hay que buscar el blindaje de colombia, por que una cosa es La Paz y, otra muy diferente el proceso auspiciador de bandalos por cuenta de la (JEP)JUSTICIA EQUIVOCADA PERVERSA",0
24/11/2019 21:33,@alemEmbajador @UEenColombia @llombartpatUE @EmilioJArchila De ke habla?La jep se convirtio en un nido de corrupcion e impunidad claro esta ke no entregaron armas no se desmovilizaron y siguen matando trafican delinquiendo en general celebran un pacto que ignoro la democracia ustedes son los mismos que usan orgullosos camisas de p.escobar,2
24/11/2019 21:32,"@JEP_Colombia Esa JEP no sirve para nada. Los dineros que se gastan en esa jurisdiccion deberian ir a cubrir las necesidades del pueblo, inversion social .",2
24/11/2019 21:32,"@PatricioMasmelo @JEP_Colombia La @JEP_Colombia es la jurisdiccion encargada de dar total impunidad a los narco terroristas, asesinos, secuestradores, desplazadores, extorsionistas, ecocidas, intimidadores, pedofilos, abortistas y violadores sexuales de @FarcPartido para eso fue creada por @JuanManSantos https://t.co/hJR9eApqBY",2
24/11/2019 21:30,@juanmanuelgalan @IvanDuque Por esos supuestos acuerdos es que esta esto asi. Deben abolir o eliminar esos acuerdos. Es que que estsn dandole mas poder a los delincuentes.. Abajo la JEP...,2
24/11/2019 21:30,"Ivan Marquez, Romana y Aldinever son expulsados de la JEP. Enterate mas https://t.co/OmwC86rqkQ",0
24/11/2019 21:25,"Esta solicitud de la @JEP_Colombia me hace recordar &gt; donde quedaron los miles de secuestrados que tenian las FARC antes de la firma?? Bueno, igual siguen secuestrando, que horror!! https://t.co/wGvKL8DS3H",0
24/11/2019 21:25,"@RafaNietoLoaiza Puros TARADOS nos gobiernan, el CD tiene el deber como causante de ese descalabro de poder, de citar a las fuerzas militares y darle Golpe de Estado al inocuo, antes que nos entregue al comunismo, cerrar congreso, cortes, jep, procuraduria...",2
24/11/2019 21:25,"Las FARC ""disidentes"" y @PartidoFARC se convirtieron en una industria terrorista multinacional contratando criminales que tambien forman parte de esta Organizacion terrorista y criminal mientras la @JEP_Colombia estan asi . https://t.co/EBYm45hDlL",2
24/11/2019 21:18,@maria_lloreda @QuinteroCalle A Uribe tambien se le salio lo petrista... https://t.co/8VbezFIkoI,0
24/11/2019 21:17,"@Mad_Acid @RafaelPardo Cual Santos fallo !! Investiga .... Dejo una arquitectura que este nuevo presidente debia terminar, corregir, mejorar, pero no, trabas a la JEP, no hay desarrollo del punto 1, acaba con el PNIS, etc. Minimiza a las FARC, y las organizacion que habian cogido confianza, etc, etc",0
24/11/2019 21:17,"@fecode @JEP_Colombia Senadores llaman a presencia de CIDH. Llamen valientemente a Holmes y Duque para que respondan por el accionar vandalico de policias y militares. ES HORA. VERDAD, JUSTICIA Y REPARACION.",1
24/11/2019 21:13,"Los de derecha deberiamos salir a protestar contra el Congreso y las Cortes: no mas FARC, no mas JEP, no mas coca. Pues tambien queremos un dialogo nacional, para minimamente quitarle a Timochenko y compania sus curules: porque el VERDADERO pueblo esta berraco.",1
24/11/2019 21:10,@satanicpandemon Ya tienen rato avisandome jep jep jep,0
24/11/2019 21:09,"28 de noviembre, Fecode entregara a la @JEP_Colombia el informe sobre victimizacion contra el magisterio colombiano. En la mayoria de los casos continua la impunidad, por eso, las familias, companeros y Fecode reclaman verdad y justicia. #LaVidaPorEducar https://t.co/0HPDgkB5HI",1
24/11/2019 21:05,Volver trizas a Colombia atacando Los acuerdos de la Habana y a la @JEP_Colombia y sumele bombardear menores de edad secuestrados tal Cual Putin con los Chechenos. https://t.co/r3FTlPUro8,2
24/11/2019 21:05,"@SandinoVictoria YO OPINO LO MISMO, QUE ABRA PASADO CON LAS FIRMAS PARA TUMBAR LA JEP, Y ESTOS ASESINOS VAYAN Y SE PUDRAN EN UNA CARCEL EN EEUU",2
24/11/2019 21:02,@Santialarconu Que cante @AlvaroUribeVel en la @JEP_Colombia,0
24/11/2019 21:02,@BarberiBogota @DaniFRamirez @LauraMedinaRuiz @JuanManSantos Revise todas las facultades de la JEP. Tienen todas las facultades para actuar y no lo hacen porque no les interesa. Es un Tribunal al servicio de las Farc.,2
24/11/2019 20:57,@lafm Que reclamen a la JEP con un juez guerrillerito,2
24/11/2019 20:48,"@jonatantamayop @curiosopereira @s No desinforme, lo que se cayo es que esos delitos no los va juzgar la justicia ordinaria, si no la JEP, tanta impunidad de la justicia ordinaria, para seguir en lo mismo, esperemos que hace la JEP, y a ud se le olvida quien tumbo la cadena perpetua para violadores de ninos??",2
24/11/2019 20:47,@Santialarconu Que Uribe cante ante la JEP,0
24/11/2019 20:46,@ktikariza @JEP_Colombia @CorteSupremaJ @mindefensa Y la Consulta Anticorrupcion,0
24/11/2019 20:45,"@alemEmbajador @UEenColombia @llombartpatUE @EmilioJArchila UD le parece que se ve mejor cuando crearon la JEP se acabo la poca justicia que habia en Colombia y los politicos incendiarios amigos de JEP estan incendiado el pais, en estos momentos no hay paz, porque se escudan en ese ente creado por santos, saben que con ellos no pasa nada.",2
24/11/2019 20:45,"@VickyDavilaH @RevistaSemana es que Duque se invento la corrupcion,mermelada,mas coca, JEP para las FARC,ninos reclutados, Leyes incumplidas",2
24/11/2019 20:45,"@van_hohenheim21 @billybrown6161 @GustavoBolivar Si el gobierno cumpliera lo que prometio en campana no habria JEP, los terroristas de las farc estarian diciendo la verdad y reparando victimas, los violadores y asesinos de ninos tendrian cadena perpetua etc. Entonces no hable estupideces.",2
24/11/2019 20:43,"@RubnFarfn2 @JEP_Colombia Gran estafa Odebrecht, agro ingreso seguro, Hidroituango...",2
24/11/2019 20:43,"@CRICAMCUEV @DaniFRamirez @LauraMedinaRuiz @JuanManSantos Para hacer eso, debe funcionar correctamente la JEP y adivine quienes han maniatado el funcionamiento de la misma JEP.... solo adivine... Por que en el tema de: Verdad, muchos politicos saldran untados...",2
24/11/2019 20:41,"@VickyDavilaH Le toco? Te recuerdo que han sido sus malas decisiones y las de su gabinete que han hecho que la inconformidad del pueblo este como este, porque no hablas de todas esas decisiones que han tomado desde el gobierno? El ataque de frente a la Jep, la muerte de lideres sociales.",2
24/11/2019 20:41,"Jep, pinta un clasico para ubicar gente. ..",0
24/11/2019 20:36,"Pa recordarles que hay militares que se acogieron a la JEP y se le voltearon a la institucion. Que la JEP implica responsabilidad,justicia e integracion y que seria una falta de coherencia darle la espalda a esos militares,cuando le hemos dado la cara a otros actores de conflicto",2
24/11/2019 20:29,@Rodrigo_Duque_L @JEP_Colombia Trabajas para los pedofilos de las FARC o haces parte de ellos?,2
24/11/2019 20:28,"@JEP_Colombia La @JEP_Colombia es un nido de delincuentes al servicio de Pedofilos, asesinos y secuestradores de las FARC. Alli no hay gente decente valen menos que la Mierda",2
24/11/2019 20:28,@jjUscategui @FuerzasMilCol No olvidemos que su carrera politica esta apalancada en la condena de su senor padre el general (r) Uscategui a 37 anos por omision en homicidio y secuestro agravado. Esta libre gracias a la JEP. No olvidemos representante Uscategui que usted se gana 40 veces el salario minimo.,2
24/11/2019 20:22,@MargaritaRepo SIN CONTAR LOS MUERTOS X EL CAMION BOMBA CON VARIAS PERSONAS HERIDAS ENTRE ELLAS UNA NINA GRAVEMENTE HERIDA. Y NO LES INTERESA ALOS MEDIOS ENMERMELADOS Y DEGRADANTES TAMPOCO A CORRUPTOS DELINCUENTES D CORTES JEP GUSTAVO PETRO G BOLIVAR ROY BARRERAS IVAN CEPEDA P FARC ETC.,2
24/11/2019 20:21,"@fcarrilloflorez @CaracolRadio Pero porque no utilizo esas mismas palabra cuando estuvo el senor Santos de presidente, cuando se robo el plebiscito, y porque no se escucha cuando no paso el proyecto que la violacion de los ninos no la investigara la JEP, ahora si habla, procurador ya esta bueno.",2
24/11/2019 20:19,@LaParceraTIN1 A Uribe. Ante la JEP.,0
24/11/2019 20:19,"Mi pesebre es tan Colombiano, que ya Petro le metio candela al portal de Belen y amenazo que seguia con el de TransMilenio. Lo capturaron pero la JEP le dio casa por carcel, porque considero que no era peligro para la sociedad. https://t.co/vce57qmQFq",2
24/11/2019 20:18,@JEP_Colombia Partida de malandros es lo que son.,2
24/11/2019 20:17,"@cataortizcamara @ElNuevoSiglo No jodas. Y como crees que se hace eso si el presupuesto lo dejo Santos comprometido con la jep las FARC y quien sabe que mas. Vendio a isagen y se la gasto. Propene cosas concretas no generalidades que suenen ""bien"" Se necesita periodistas con pantalones que digan la verdad.",2
24/11/2019 20:14,"@RafaelPardo Pardito otra vez dando lora ud tambien es complice del adefesio de paz que nos metieron impunidad para los asesinos la victimas no seran resarcidas,la JEP es lo maximo en impunidad.",2
24/11/2019 20:11,"@expertgame1 @RuizMayron777 @JCamiloM14 @cepaez6 @alfmilf @JuanManSantos Por que entre congresistas aliados del crimen y la JEP no se cansaron de darle garantias para que se pudiera escapar , todo el mundo sabia que se iba a volar era obvio , firmo un acuerdo para seguir traqueteando",2
